"","RF","SPR"
"result.6511",36,13
"result.6512",34,12
"result.6513",34,13
"result.6514",34,11
"result.6515",32,10
"result.6516",36,11
"result.6517",36,12
"result.6518",36,11
"result.6519",36,12
"result.6520",36,12
"result.6521",36,12
"result.6522",36,12
"result.6523",36,13
"result.6524",34,11
"result.6525",36,13
"result.6526",36,13
"result.6527",36,13
"result.6528",36,12
"result.6529",36,11
"result.6530",36,12
"result.6531",36,12
"result.6532",36,12
"result.6533",34,11
"result.6534",34,12
"result.6535",34,12
"result.6536",36,13
"result.6537",36,12
"result.6538",36,12
"result.6539",36,12
"result.6540",36,11
"result.6541",36,12
"result.6542",36,12
"result.6543",36,12
"result.6544",36,11
"result.6545",34,11
"result.6546",36,13
"result.6547",34,11
"result.6548",36,13
"result.6549",36,12
"result.6550",34,10
"result.6551",36,12
"result.6552",36,13
"result.6553",36,13
"result.6554",36,13
"result.6555",36,12
"result.6556",36,14
"result.6557",36,13
"result.6558",36,12
"result.6559",36,12
"result.6560",36,13
"result.6561",34,13
"result.6562",36,12
"result.6563",36,13
"result.6564",36,12
"result.6565",36,13
"result.6566",36,12
"result.6567",36,13
"result.6568",34,11
"result.6569",36,12
"result.6570",36,12
"result.6571",36,12
"result.6572",36,13
"result.6573",36,12
"result.6574",36,12
"result.6575",36,13
"result.6576",36,13
"result.6577",32,12
"result.6578",36,13
"result.6579",36,12
"result.6580",36,11
"result.6581",36,13
"result.6582",34,12
"result.6583",36,14
"result.6584",36,11
"result.6585",36,11
"result.6586",36,12
"result.6587",36,13
"result.6588",34,12
"result.6589",32,11
"result.6590",36,11
"result.6591",36,13
"result.6592",36,12
"result.6593",36,13
"result.6594",36,12
"result.6595",36,12
"result.6596",36,12
"result.6597",34,11
"result.6598",36,14
"result.6599",36,13
"result.6600",34,11
"result.6601",36,11
"result.6602",34,12
"result.6603",34,12
"result.6604",36,14
"result.6605",36,11
"result.6606",36,13
"result.6607",36,12
"result.6608",36,13
"result.6609",36,12
"result.6610",36,13
"result.6611",36,12
"result.6612",36,13
"result.6613",34,12
"result.6614",36,13
"result.6615",36,11
"result.6616",36,11
"result.6617",32,11
"result.6618",36,14
"result.6619",36,12
"result.6620",36,13
"result.6621",36,12
"result.6622",36,12
"result.6623",34,11
"result.6624",36,13
"result.6625",34,13
"result.6626",36,12
"result.6627",30,9
"result.6628",36,13
"result.6629",34,11
"result.6630",36,13
"result.6631",36,11
"result.6632",36,12
"result.6633",34,12
"result.6634",36,12
"result.6635",36,13
"result.6636",36,12
"result.6637",36,13
"result.6638",36,12
"result.6639",36,13
"result.6640",36,12
"result.6641",34,13
"result.6642",36,12
"result.6643",36,12
"result.6644",36,13
"result.6645",36,12
"result.6646",36,12
"result.6647",36,11
"result.6648",36,12
"result.6649",36,13
"result.6650",36,13
"result.6651",36,11
"result.6652",36,12
"result.6653",34,12
"result.6654",36,11
"result.6655",36,12
"result.6656",36,12
"result.6657",36,13
"result.6658",36,12
"result.6659",36,13
"result.6660",36,13
"result.6661",36,11
"result.6662",36,12
"result.6663",36,13
"result.6664",36,12
"result.6665",36,13
"result.6666",34,11
"result.6667",36,13
"result.6668",34,12
"result.6669",36,13
"result.6670",36,13
"result.6671",36,13
"result.6672",36,12
"result.6673",36,13
"result.6674",36,11
"result.6675",36,13
"result.6676",36,13
"result.6677",36,13
"result.6678",36,13
"result.6679",36,12
"result.6680",36,13
"result.6681",36,13
"result.6682",36,12
"result.6683",36,12
"result.6684",36,14
"result.6685",36,12
"result.6686",36,12
"result.6687",36,12
"result.6688",36,12
"result.6689",36,13
"result.6690",36,12
"result.6691",36,12
"result.6692",36,12
"result.6693",36,13
"result.6694",36,12
"result.6695",34,9
"result.6696",36,13
"result.6697",36,11
"result.6698",36,11
"result.6699",36,12
"result.6700",36,13
"result.6701",36,13
"result.6702",36,12
"result.6703",36,11
"result.6704",36,13
"result.6705",36,12
"result.6706",36,13
"result.6707",36,12
"result.6708",36,12
"result.6709",36,13
"result.6710",36,13
"result.6711",32,12
"result.6712",36,13
"result.6713",36,12
"result.6714",36,12
"result.6715",36,13
"result.6716",34,12
"result.6717",34,12
"result.6718",36,13
"result.6719",36,12
"result.6720",36,13
"result.6721",36,12
"result.6722",36,12
"result.6723",36,13
"result.6724",36,13
"result.6725",36,12
"result.6726",36,13
"result.6727",36,13
"result.6728",36,13
"result.6729",34,13
"result.6730",36,12
"result.6731",36,13
"result.6732",36,12
"result.6733",34,12
"result.6734",36,13
"result.6735",36,13
"result.6736",36,13
"result.6737",32,12
"result.6738",36,12
"result.6739",36,10
"result.6740",36,11
"result.6741",36,13
"result.6742",36,13
"result.6743",36,13
"result.6744",36,11
"result.6745",36,12
"result.6746",36,12
"result.6747",36,13
"result.6748",36,13
"result.6749",36,12
"result.6750",36,12
"result.6751",34,13
"result.6752",32,11
"result.6753",34,11
"result.6754",36,11
"result.6755",36,12
"result.6756",34,11
"result.6757",34,11
"result.6758",36,12
"result.6759",36,12
"result.6760",34,12
"result.6761",36,12
"result.6762",36,12
"result.6763",36,12
"result.6764",36,12
"result.6765",34,12
"result.6766",36,13
"result.6767",36,11
"result.6768",36,11
"result.6769",36,12
"result.6770",36,12
"result.6771",36,13
"result.6772",36,12
"result.6773",34,12
"result.6774",36,11
"result.6775",36,12
"result.6776",36,13
"result.6777",36,12
"result.6778",34,13
"result.6779",36,13
"result.6780",36,13
"result.6781",36,13
"result.6782",36,12
"result.6783",36,12
"result.6784",36,13
"result.6785",36,12
"result.6786",36,13
"result.6787",36,12
"result.6788",32,12
"result.6789",34,12
"result.6790",36,13
"result.6791",34,12
"result.6792",34,11
"result.6793",36,13
"result.6794",36,13
"result.6795",36,12
"result.6796",34,11
"result.6797",36,12
"result.6798",36,10
"result.6799",36,12
"result.6800",36,12
"result.6801",34,12
"result.6802",34,13
"result.6803",36,11
"result.6804",36,13
"result.6805",36,11
"result.6806",34,11
"result.6807",36,12
"result.6808",36,11
"result.6809",36,12
"result.6810",36,13
"result.6811",34,11
"result.6812",34,11
"result.6813",36,12
"result.6814",36,12
"result.6815",36,13
"result.6816",36,13
"result.6817",34,12
"result.6818",36,12
"result.6819",34,12
"result.6820",36,13
"result.6821",36,14
"result.6822",36,12
"result.6823",36,13
"result.6824",36,12
"result.6825",36,12
"result.6826",36,12
"result.6827",36,11
"result.6828",34,12
"result.6829",36,13
"result.6830",36,12
"result.6831",36,13
"result.6832",34,11
"result.6833",36,12
"result.6834",36,13
"result.6835",36,12
"result.6836",36,13
"result.6837",36,13
"result.6838",36,13
"result.6839",36,12
"result.6840",36,12
"result.6841",36,13
"result.6842",34,12
"result.6843",34,12
"result.6844",36,13
"result.6845",36,12
"result.6846",36,12
"result.6847",36,13
"result.6848",36,12
"result.6849",34,11
"result.6850",36,12
"result.6851",34,12
"result.6852",36,13
"result.6853",36,13
"result.6854",36,11
"result.6855",36,11
"result.6856",36,12
"result.6857",36,12
"result.6858",34,12
"result.6859",34,12
"result.6860",36,12
"result.6861",36,13
"result.6862",36,13
"result.6863",34,12
"result.6864",32,11
"result.6865",36,12
"result.6866",36,13
"result.6867",36,13
"result.6868",36,11
"result.6869",36,12
"result.6870",36,13
"result.6871",32,9
"result.6872",36,13
"result.6873",36,12
"result.6874",36,12
"result.6875",34,10
"result.6876",36,11
"result.6877",36,11
"result.6878",36,13
"result.6879",36,13
"result.6880",36,13
"result.6881",36,12
"result.6882",36,12
"result.6883",36,12
"result.6884",36,13
"result.6885",36,13
"result.6886",34,11
"result.6887",36,13
"result.6888",36,13
"result.6889",36,13
"result.6890",34,12
"result.6891",34,12
"result.6892",36,13
"result.6893",36,12
"result.6894",36,13
"result.6895",36,12
"result.6896",36,13
"result.6897",36,13
"result.6898",34,12
"result.6899",36,12
"result.6900",36,13
"result.6901",36,11
"result.6902",36,12
"result.6903",34,12
"result.6904",36,13
"result.6905",36,13
"result.6906",34,13
"result.6907",36,11
"result.6908",36,13
"result.6909",36,12
"result.6910",34,12
"result.6911",36,12
"result.6912",36,12
"result.6913",36,13
"result.6914",36,13
"result.6915",36,13
"result.6916",36,11
"result.6917",34,11
"result.6918",36,12
"result.6919",36,13
"result.6920",36,12
"result.6921",36,13
"result.6922",36,13
"result.6923",36,13
"result.6924",36,11
"result.6925",34,12
"result.6926",36,13
"result.6927",34,11
"result.6928",34,12
"result.6929",36,12
"result.6930",34,12
"result.6931",36,12
"result.6932",36,13
"result.6933",36,13
"result.6934",36,13
"result.6935",36,12
"result.6936",36,12
"result.6937",34,12
"result.6938",36,13
"result.6939",34,11
"result.6940",36,10
"result.6941",36,13
"result.6942",36,12
"result.6943",36,12
"result.6944",36,13
"result.6945",32,12
"result.6946",36,12
"result.6947",36,12
"result.6948",34,12
"result.6949",36,12
"result.6950",34,11
"result.6951",36,12
"result.6952",36,13
"result.6953",36,12
"result.6954",36,13
"result.6955",36,13
"result.6956",36,12
"result.6957",36,12
"result.6958",36,12
"result.6959",36,13
"result.6960",32,11
"result.6961",36,12
"result.6962",36,13
"result.6963",36,13
"result.6964",36,11
"result.6965",36,12
"result.6966",36,10
"result.6967",36,13
"result.6968",36,13
"result.6969",34,10
"result.6970",34,11
"result.6971",36,13
"result.6972",36,12
"result.6973",36,12
"result.6974",36,12
"result.6975",36,13
"result.6976",36,13
"result.6977",36,13
"result.6978",36,13
"result.6979",36,13
"result.6980",36,12
"result.6981",36,13
"result.6982",36,13
"result.6983",36,11
"result.6984",36,12
"result.6985",36,11
"result.6986",36,12
"result.6987",36,12
"result.6988",36,12
"result.6989",36,12
"result.6990",36,12
"result.6991",36,12
"result.6992",34,13
"result.6993",36,12
"result.6994",36,12
"result.6995",36,12
"result.6996",34,11
"result.6997",36,13
"result.6998",34,11
"result.6999",36,14
"result.7000",36,13
"result.7001",36,12
"result.7002",36,12
"result.7003",36,12
"result.7004",36,12
"result.7005",36,12
"result.7006",36,12
"result.7007",36,12
"result.7008",36,11
"result.7009",34,11
"result.7010",36,13
"result.7011",36,13
"result.7012",34,12
"result.7013",36,11
"result.7014",36,13
"result.7015",36,12
"result.7016",36,13
"result.7017",36,13
"result.7018",36,13
"result.7019",36,13
"result.7020",36,13
"result.7021",36,13
"result.7022",36,12
"result.7023",32,9
"result.7024",36,12
"result.7025",36,12
"result.7026",36,12
"result.7027",36,12
"result.7028",34,11
"result.7029",34,12
"result.7030",36,12
"result.7031",34,13
"result.7032",36,11
"result.7033",36,12
"result.7034",36,13
"result.7035",36,13
"result.7036",36,14
"result.7037",34,10
"result.7038",36,13
"result.7039",36,12
"result.7040",34,12
"result.7041",36,13
"result.7042",36,13
"result.7043",36,11
"result.7044",36,12
"result.7045",34,11
"result.7046",36,11
"result.7047",36,13
"result.7048",36,11
"result.7049",34,11
"result.7050",36,12
"result.7051",34,12
"result.7052",36,12
"result.7053",36,13
"result.7054",36,12
"result.7055",36,11
"result.7056",34,12
"result.7057",34,11
"result.7058",36,13
"result.7059",36,13
"result.7060",36,12
"result.7061",36,10
"result.7062",36,12
"result.7063",34,11
"result.7064",32,11
"result.7065",34,12
"result.7066",36,13
"result.7067",36,13
"result.7068",34,11
"result.7069",36,11
"result.7070",36,12
"result.7071",36,13
"result.7072",36,13
"result.7073",36,13
"result.7074",34,12
"result.7075",36,11
"result.7076",34,11
"result.7077",36,12
"result.7078",34,11
"result.7079",34,11
"result.7080",36,12
"result.7081",36,12
"result.7082",34,12
"result.7083",36,13
"result.7084",36,13
"result.7085",36,12
"result.7086",36,14
"result.7087",36,13
"result.7088",36,11
"result.7089",34,12
"result.7090",36,11
"result.7091",36,12
"result.7092",36,11
"result.7093",36,12
"result.7094",36,11
"result.7095",30,11
"result.7096",36,11
"result.7097",36,12
"result.7098",36,12
"result.7099",36,12
"result.7100",34,12
"result.7101",36,11
"result.7102",34,13
"result.7103",36,13
"result.7104",34,11
"result.7105",36,12
"result.7106",36,12
"result.7107",36,13
"result.7108",36,12
"result.7109",36,13
"result.7110",36,13
"result.7111",36,11
"result.7112",34,12
"result.7113",36,12
"result.7114",36,13
"result.7115",36,12
"result.7116",36,13
"result.7117",36,12
"result.7118",36,13
"result.7119",36,12
"result.7120",34,12
"result.7121",36,13
"result.7122",36,12
"result.7123",36,12
"result.7124",34,12
"result.7125",36,13
"result.7126",34,12
"result.7127",36,14
"result.7128",36,13
"result.7129",34,12
"result.7130",36,12
"result.7131",36,12
"result.7132",36,12
"result.7133",36,12
"result.7134",36,11
"result.7135",34,11
"result.7136",36,10
"result.7137",36,12
"result.7138",34,12
"result.7139",36,13
"result.7140",36,12
"result.7141",36,13
"result.7142",36,11
"result.7143",36,13
"result.7144",36,13
"result.7145",34,10
"result.7146",36,11
"result.7147",36,12
"result.7148",34,12
"result.7149",36,13
"result.7150",36,13
"result.7151",36,12
"result.7152",36,12
"result.7153",36,12
"result.7154",36,11
"result.7155",36,12
"result.7156",36,12
"result.7157",36,13
"result.7158",34,12
"result.7159",36,11
"result.7160",36,12
"result.7161",36,12
"result.7162",36,13
"result.7163",36,12
"result.7164",36,13
"result.7165",36,12
"result.7166",36,12
"result.7167",36,14
"result.7168",36,13
"result.7169",36,12
"result.7170",36,13
"result.7171",34,13
"result.7172",36,13
"result.7173",34,12
"result.7174",36,12
"result.7175",36,12
"result.7176",36,12
"result.7177",34,12
"result.7178",36,13
"result.7179",34,12
"result.7180",30,9
"result.7181",34,11
"result.7182",36,12
"result.7183",36,13
"result.7184",36,13
"result.7185",36,12
"result.7186",34,12
"result.7187",34,11
"result.7188",36,12
"result.7189",36,13
"result.7190",36,13
"result.7191",36,13
"result.7192",34,12
"result.7193",36,12
"result.7194",36,11
"result.7195",36,13
"result.7196",36,13
"result.7197",36,13
"result.7198",36,12
"result.7199",32,12
"result.7200",36,12
"result.7201",36,13
"result.7202",36,12
"result.7203",34,13
"result.7204",36,12
"result.7205",36,12
"result.7206",36,12
"result.7207",36,12
"result.7208",36,13
"result.7209",36,13
"result.7210",36,13
"result.7211",36,13
"result.7212",36,11
"result.7213",36,11
"result.7214",34,13
"result.7215",36,13
"result.7216",34,13
"result.7217",34,11
"result.7218",32,11
"result.7219",36,12
"result.7220",34,11
"result.7221",34,12
"result.7222",36,13
"result.7223",36,12
"result.7224",34,12
"result.7225",32,12
"result.7226",36,12
"result.7227",34,13
"result.7228",36,12
"result.7229",36,11
"result.7230",36,12
"result.7231",36,13
"result.7232",36,11
"result.7233",36,12
"result.7234",36,13
"result.7235",36,12
"result.7236",36,11
"result.7237",36,11
"result.7238",36,12
"result.7239",36,10
"result.7240",36,11
"result.7241",34,12
"result.7242",36,13
"result.7243",36,12
"result.7244",36,12
"result.7245",34,11
"result.7246",36,12
"result.7247",36,12
"result.7248",34,11
"result.7249",34,12
"result.7250",36,13
"result.7251",36,12
"result.7252",34,11
"result.7253",36,12
"result.7254",34,11
"result.7255",34,12
"result.7256",36,13
"result.7257",36,13
"result.7258",36,12
"result.7259",34,12
"result.7260",36,12
"result.7261",36,12
"result.7262",36,13
"result.7263",36,13
"result.7264",36,12
"result.7265",36,14
"result.7266",34,11
"result.7267",36,13
"result.7268",36,12
"result.7269",36,12
"result.7270",36,12
"result.7271",36,12
"result.7272",34,12
"result.7273",36,12
"result.7274",36,12
"result.7275",36,11
"result.7276",34,12
"result.7277",36,12
"result.7278",36,12
"result.7279",34,12
"result.7280",36,12
"result.7281",36,12
"result.7282",36,11
"result.7283",36,13
"result.7284",34,12
"result.7285",36,13
"result.7286",36,12
"result.7287",36,13
"result.7288",36,13
"result.7289",36,12
"result.7290",36,12
"result.7291",36,13
"result.7292",36,14
"result.7293",34,12
"result.7294",36,12
"result.7295",36,13
"result.7296",32,10
"result.7297",36,12
"result.7298",34,12
"result.7299",36,12
"result.7300",36,12
"result.7301",34,12
"result.7302",32,12
"result.7303",36,12
"result.7304",36,14
"result.7305",36,13
"result.7306",36,12
"result.7307",36,12
"result.7308",36,13
"result.7309",36,13
"result.7310",36,13
"result.7311",32,11
"result.7312",36,13
"result.7313",32,11
"result.7314",36,12
"result.7315",34,12
"result.7316",36,12
"result.7317",34,12
"result.7318",36,13
"result.7319",36,13
"result.7320",32,12
"result.7321",36,12
"result.7322",34,12
"result.7323",36,12
"result.7324",36,13
"result.7325",36,13
"result.7326",36,12
"result.7327",36,12
"result.7328",34,13
"result.7329",36,12
"result.7330",36,11
"result.7331",36,13
"result.7332",36,12
"result.7333",34,13
"result.7334",36,13
"result.7335",36,13
"result.7336",36,13
"result.7337",34,11
"result.7338",36,13
"result.7339",36,12
"result.7340",36,13
"result.7341",36,12
"result.7342",34,11
"result.7343",36,13
"result.7344",36,11
"result.7345",36,12
"result.7346",36,12
"result.7347",36,12
"result.7348",36,13
"result.7349",36,12
"result.7350",36,13
"result.7351",36,12
"result.7352",34,12
"result.7353",36,11
"result.7354",36,12
"result.7355",36,13
"result.7356",36,13
"result.7357",36,13
"result.7358",36,13
"result.7359",36,13
"result.7360",36,13
"result.7361",36,13
"result.7362",36,14
